0,1,2,3,4,5,6,7,8,9,10,wandering_label
423,72,3.3750254429117854,20,1,True,False,False,False,False,False,False
148,103,2.3003599709908147,7,1,False,False,False,False,False,False,True
28,86,4.887102373034348,14,1,True,False,False,False,False,False,False
0,66,0.323447958446385,17,0,False,True,False,False,False,False,False
0,72,0.3342106852028354,3,0,False,True,False,False,False,False,False
0,77,0.1925801688172466,0,0,True,False,False,False,False,False,False
31,110,3.639388110355866,8,1,False,False,False,False,False,True,False
172,73,4.689942638610281,13,0,False,False,False,False,False,True,False
256,88,1.8356454471845995,7,1,False,True,False,False,False,False,False
113,84,4.8128644308059645,0,1,False,False,False,False,False,True,False
390,70,3.0764705954427014,12,1,False,False,False,False,False,False,True
299,109,4.133812909918261,20,1,True,False,False,False,False,False,False
319,64,3.607975854242544,10,1,True,False,False,False,False,False,False
390,74,1.9907464196716516,6,1,False,False,True,False,False,False,False
436,97,1.3905562371217823,4,1,False,False,False,True,False,False,False
90,97,3.239400867561513,18,1,True,False,False,False,False,False,False
98,93,1.1885901301039614,8,0,False,False,False,False,False,True,False
21,71,4.111311513068555,11,0,False,False,False,False,True,False,False
0,75,0.300435151042809,18,0,False,False,False,False,False,False,True
152,91,0.6595196941540044,20,0,False,True,False,False,False,False,False
166,104,2.111296304935385,19,1,False,False,False,False,False,False,True
0,79,0.1076358129531907,2,0,False,False,False,False,False,False,True
342,61,1.6866438841679603,10,1,False,False,False,False,False,False,True
0,74,0.3134404618792712,3,0,False,False,False,False,True,False,False
473,102,2.640357058684024,4,1,False,False,False,False,False,False,True
302,88,0.06945067483134,17,1,False,False,False,False,False,True,False
373,87,0.2121986289587063,2,1,False,False,True,False,False,False,False
489,96,1.0876558689718356,19,1,False,False,False,False,False,False,True
197,65,4.252450942912818,15,0,True,False,False,False,False,False,False
197,89,4.960316447695642,12,1,False,False,False,True,False,False,False
282,116,1.082735822766656,3,1,False,True,False,False,False,False,False
0,79,0.0092536874252006,19,0,False,False,False,False,False,False,True
0,75,0.0869172374890235,20,0,True,False,False,False,False,False,False
414,95,3.9817761339659095,21,1,False,True,False,False,False,False,False
0,76,0.2745047411311416,6,0,False,False,False,False,False,False,True
0,67,0.3999968459682467,15,0,False,True,False,False,False,False,False
59,87,4.205284680153773,13,1,False,False,False,False,False,True,False
13,118,3.878778953101023,12,1,False,False,False,False,False,False,True
0,75,0.4753840371401995,6,0,True,False,False,False,False,False,False
278,87,4.064519273251121,4,1,False,False,True,False,False,False,False
40,114,3.339072864099657,8,1,False,False,False,True,False,False,False
0,65,0.1754490379161717,10,0,False,False,False,False,False,True,False
492,110,2.2357847838587928,16,1,False,True,False,False,False,False,False
0,71,0.4001050914379687,11,0,False,False,False,False,False,False,True
7,95,0.792446615911393,14,0,False,False,False,False,False,True,False
0,66,0.1135366583401523,23,0,False,False,True,False,False,False,False
447,100,3.7935990113582254,4,1,False,True,False,False,False,False,False
80,108,3.054111035819633,22,1,True,False,False,False,False,False,False
378,70,3.158487964115535,19,1,False,False,False,False,True,False,False
0,62,0.1891333108274605,6,0,False,False,False,False,True,False,False
0,65,0.0046763191975906,1,0,True,False,False,False,False,False,False
480,96,3.394228677395631,12,1,False,False,False,True,False,False,False
0,62,0.3812646261251931,16,0,False,False,True,False,False,False,False
0,71,0.3612207016242879,10,0,False,False,True,False,False,False,False
403,69,1.8039232079576448,6,1,False,False,False,False,False,True,False
415,67,0.1374302314385189,2,1,False,True,False,False,False,False,False
435,88,1.684480926573864,5,1,False,False,True,False,False,False,False
279,111,1.3760996171904276,4,1,False,False,False,True,False,False,False
100,72,4.532501382567035,5,1,False,False,False,False,False,True,False
14,92,2.1419767446282933,3,1,True,False,False,False,False,False,False
300,89,1.0772199355589458,7,0,True,False,False,False,False,False,False
360,102,4.069903365863993,3,1,False,False,True,False,False,False,False
342,76,2.3712075588515247,6,1,False,False,True,False,False,False,False
118,107,2.9884175126687804,6,1,False,True,False,False,False,False,False
192,91,2.9982060197374416,14,1,False,False,False,False,False,True,False
104,118,4.770953651673929,20,1,False,False,False,False,True,False,False
0,61,0.4446780032641672,0,0,False,False,False,False,False,False,True
0,61,0.1968809606416362,3,0,False,True,False,False,False,False,False
0,69,0.0953213389016724,0,0,False,False,False,False,False,False,True
350,108,3.0513777444466883,13,1,False,False,False,False,True,False,False
199,103,0.1361420616842418,17,0,False,False,True,False,False,False,False
365,115,3.2227779998217314,9,1,False,False,True,False,False,False,False
0,71,0.4303849523640393,12,0,False,False,False,False,True,False,False
153,87,3.512774934813254,3,1,True,False,False,False,False,False,False
486,114,2.669773651989622,8,1,False,True,False,False,False,False,False
0,69,0.4633954228277026,21,0,False,False,False,False,False,True,False
159,64,1.3709458397462382,14,0,False,False,True,False,False,False,False
0,75,0.2545080241518385,16,0,False,False,False,True,False,False,False
483,92,1.211088218317962,1,1,True,False,False,False,False,False,False
0,64,0.2734027871043171,3,0,False,False,False,True,False,False,False
48,64,0.6839167196025969,21,0,False,False,False,True,False,False,False
0,75,0.3098016602086427,3,0,False,False,False,False,False,True,False
123,83,2.857604829479801,12,1,True,False,False,False,False,False,False
0,61,0.3296654933524682,12,0,False,False,True,False,False,False,False
391,96,1.334760037685963,11,1,True,False,False,False,False,False,False
248,107,3.475689862637488,0,1,False,False,False,False,True,False,False
186,94,4.1663684210655925,2,1,False,False,False,False,False,True,False
443,81,4.247057939746598,9,1,False,False,False,False,False,False,True
72,64,4.497513800657732,0,1,False,False,False,False,True,False,False
463,104,2.778455972393194,19,1,False,False,False,True,False,False,False
343,107,0.8384866145614683,10,1,False,True,False,False,False,False,False
73,69,1.132518277224479,12,0,False,False,True,False,False,False,False
89,91,1.681130965424078,10,1,True,False,False,False,False,False,False
0,75,0.2414440210052009,0,0,False,False,False,True,False,False,False
66,110,4.056314248334639,13,1,False,False,False,True,False,False,False
314,113,4.100208955993446,15,1,False,False,True,False,False,False,False
167,98,4.688268927789891,2,1,False,False,False,False,False,True,False
0,61,0.4580157676426702,15,0,False,False,True,False,False,False,False
244,107,1.563312716729552,17,1,False,False,False,False,False,True,False
0,78,0.3478615151090793,20,0,False,False,False,False,True,False,False
99,87,1.9803592695834504,10,1,False,False,False,False,False,False,True
414,108,3.405547493221297,0,1,False,True,False,False,False,False,False
452,76,3.9895137944706303,20,1,False,True,False,False,False,False,False
475,68,2.6351966245879943,21,1,False,False,True,False,False,False,False
375,112,0.3829046568380689,21,1,False,False,False,False,False,True,False
69,68,2.4465098691843434,2,1,False,False,False,False,True,False,False
0,71,0.1164756308118157,1,0,False,False,False,False,True,False,False
143,103,2.5144402839283404,7,1,True,False,False,False,False,False,False
272,73,2.517663129483513,3,1,False,False,False,False,True,False,False
302,79,0.5742803466758828,22,1,False,False,False,False,True,False,False
84,103,4.8545603518138245,18,1,False,True,False,False,False,False,False
0,69,0.2914066366062141,13,0,False,False,False,False,False,True,False
148,90,1.936812919106756,6,1,False,True,False,False,False,False,False
0,71,0.2285875137768093,4,0,False,False,True,False,False,False,False
0,73,0.2404912797916759,22,0,False,False,True,False,False,False,False
10,110,3.9241881629559714,15,1,True,False,False,False,False,False,False
0,73,0.3617556795149068,4,0,False,False,False,True,False,False,False
361,100,3.855908480591141,17,1,False,False,False,False,False,True,False
481,113,2.854610759001865,13,1,True,False,False,False,False,False,False
0,63,0.3780206968570528,14,0,False,False,False,False,False,True,False
85,94,2.498464592854867,3,1,False,True,False,False,False,False,False
71,75,1.461900563576319,22,0,False,False,False,False,False,True,False
221,96,2.87684101088896,3,1,False,False,True,False,False,False,False
0,60,0.3508635170015506,23,0,False,False,False,True,False,False,False
458,77,4.089232215302151,21,1,False,False,True,False,False,False,False
0,64,0.2452715780783613,4,0,False,False,False,False,True,False,False
0,60,0.3010497427766552,23,0,False,False,False,False,True,False,False
336,72,2.183683388973205,4,1,False,False,False,False,True,False,False
236,62,3.6296121849800262,15,0,False,False,False,False,False,True,False
275,116,4.385059794714268,0,1,False,False,False,False,False,True,False
0,64,0.2695025224128753,13,0,False,False,True,False,False,False,False
0,79,0.0380469865249152,10,0,False,False,False,True,False,False,False
343,62,2.090258014815112,13,1,False,False,False,False,False,True,False
0,68,0.371055679955716,17,0,False,False,False,True,False,False,False
459,76,4.852014003414534,11,1,False,False,False,False,False,True,False
135,77,4.0735087953332725,17,0,False,False,True,False,False,False,False
0,73,0.0973684280014771,15,0,False,False,False,False,False,True,False
89,95,4.7462031884356986,14,1,False,False,False,False,True,False,False
0,63,0.2890854827369389,21,0,False,True,False,False,False,False,False
0,74,0.3624147627566323,14,0,False,False,False,False,True,False,False
0,60,0.3144367351400909,23,0,False,False,True,False,False,False,False
0,73,0.3952341304800364,18,0,False,False,True,False,False,False,False
51,75,0.3941399855510058,22,0,False,False,False,True,False,False,False
285,67,3.5886393362730127,5,1,False,False,False,True,False,False,False
451,61,0.3831893757728938,2,1,False,False,False,False,True,False,False
42,69,4.03823063998286,20,0,False,False,False,True,False,False,False
171,113,0.0178321633979727,2,1,True,False,False,False,False,False,False
310,68,1.8723344456527669,7,1,False,False,False,False,False,True,False
0,67,0.0709277629700763,1,0,False,False,False,False,False,True,False
68,116,3.2762741541954976,10,1,False,False,False,False,False,True,False
0,75,0.068798075585557,0,0,False,False,False,False,False,True,False
171,61,2.042438765907172,1,1,False,False,False,False,False,True,False
0,79,0.1405237004779808,4,0,False,True,False,False,False,False,False
190,74,2.289508927390689,2,1,False,False,True,False,False,False,False
198,89,0.8710075433824144,22,1,True,False,False,False,False,False,False
125,78,2.9532262549382926,11,0,False,False,False,False,False,True,False
378,118,0.3172465183001893,7,1,True,False,False,False,False,False,False
429,76,1.2671398099569842,13,0,False,False,False,False,False,True,False
202,76,2.1813464002129463,7,0,True,False,False,False,False,False,False
112,92,2.373688074936504,21,1,False,False,False,True,False,False,False
112,103,2.717148406292964,6,1,False,False,True,False,False,False,False
239,90,3.910231514814951,23,1,True,False,False,False,False,False,False
339,116,4.221586207031617,20,1,False,False,True,False,False,False,False
0,71,0.2538786079295085,4,0,False,False,False,False,False,True,False
123,91,1.88825475419597,20,1,True,False,False,False,False,False,False
404,69,1.3886857427712855,20,0,False,False,False,False,False,False,True
0,62,0.0483107022306695,1,0,False,False,False,False,True,False,False
0,69,0.3630883127861262,15,0,False,False,False,False,False,True,False
84,84,4.1976102786110605,2,1,True,False,False,False,False,False,False
450,62,3.215467791094987,9,1,False,False,False,False,False,True,False
2,80,2.775012361881975,16,0,False,False,False,False,False,False,True
446,115,3.5431534898549173,0,1,False,True,False,False,False,False,False
137,73,3.1087509846533905,2,1,False,False,False,True,False,False,False
0,63,0.2138242152578255,18,0,False,False,False,True,False,False,False
0,65,0.345122581363897,17,0,False,False,False,False,False,True,False
0,64,0.1144045018209927,4,0,False,False,False,False,False,False,True
51,63,4.9887221050342525,0,1,True,False,False,False,False,False,False
177,62,1.049637136397465,6,0,False,False,False,False,False,False,True
420,82,1.0830650073309194,15,1,False,False,True,False,False,False,False
243,116,1.6882785659546178,3,1,False,False,False,False,False,True,False
296,77,3.178140279178476,10,0,False,False,False,False,False,False,True
0,73,0.0860463369652217,9,0,False,False,False,False,True,False,False
228,119,1.47807180105423,19,0,False,False,False,False,False,False,True
0,72,0.352401825617038,5,0,False,False,False,False,False,False,True
399,68,2.0943485986361026,1,1,False,True,False,False,False,False,False
140,88,2.36455473344163,16,1,False,False,False,True,False,False,False
459,81,4.651197455215268,23,1,False,False,False,True,False,False,False
0,76,0.3576973733078829,3,0,False,False,False,False,False,True,False
31,105,3.5542833673314056,3,1,False,False,False,True,False,False,False
254,82,2.743617441745368,23,1,False,False,False,False,True,False,False
0,60,0.0978078857500105,23,0,False,False,True,False,False,False,False
117,109,4.1989201780869525,16,1,False,False,False,False,False,True,False
0,73,0.027792549571044,13,0,False,False,False,False,True,False,False
449,88,3.656451930329441,11,1,False,False,False,True,False,False,False
165,74,0.548335194883765,1,0,False,False,False,True,False,False,False
446,106,4.636357222666592,3,1,False,False,False,False,True,False,False
0,67,0.1037974894182295,15,0,False,False,False,False,True,False,False
0,60,0.0528169312268814,20,0,False,False,True,False,False,False,False
496,98,4.524483057365632,13,1,False,False,False,False,False,True,False
434,80,4.536682158234681,14,1,False,False,False,False,False,False,True
498,63,0.5238192884055942,13,0,False,False,False,False,False,True,False
216,64,2.057424380682711,12,0,False,False,False,True,False,False,False
413,92,4.871729124886432,13,1,False,True,False,False,False,False,False
98,92,2.32919319459623,14,1,False,False,False,False,False,False,True
0,63,0.1204824256098588,2,0,False,False,False,False,False,True,False
0,68,0.3120907646730309,13,0,False,False,False,True,False,False,False
427,82,1.884749555831948,10,1,False,False,True,False,False,False,False
166,73,2.79359044053963,15,0,False,False,False,False,True,False,False
180,116,0.5904587909856668,2,1,False,False,False,True,False,False,False
83,106,2.9427099288270364,11,1,True,False,False,False,False,False,False
0,66,0.2438344146155399,3,0,False,False,False,False,False,True,False
295,80,3.2201963626320502,5,1,False,False,False,False,True,False,False
0,65,0.1182482397839718,0,0,False,False,False,True,False,False,False
0,66,0.0689474916498393,9,0,False,False,False,False,False,False,True
0,61,0.4777653214714373,18,0,True,False,False,False,False,False,False
114,99,4.095359423057544,21,1,False,False,True,False,False,False,False
269,90,4.688184851582903,18,1,False,False,False,False,True,False,False
5,107,2.9135935106651107,11,1,False,False,False,False,False,True,False
301,96,3.5486859626276064,12,1,False,False,False,True,False,False,False
0,64,0.4306749955493143,16,0,False,False,False,False,False,False,True
0,67,0.4858794879606081,3,0,False,False,False,True,False,False,False
120,105,0.3494802870543506,6,1,False,False,False,False,False,False,True
0,64,0.2790482874453249,15,0,False,True,False,False,False,False,False
0,64,0.3319721198402784,2,0,False,False,False,False,False,False,True
87,117,1.1649849402647627,3,1,True,False,False,False,False,False,False
0,68,0.2920870920908621,5,0,False,True,False,False,False,False,False
0,76,0.0801818477546587,15,0,False,False,False,False,False,True,False
304,110,0.9772900214779634,9,1,False,False,False,False,False,True,False
109,65,4.672827873535693,9,0,False,False,True,False,False,False,False
285,106,4.602803510501748,6,1,False,False,True,False,False,False,False
0,62,0.0658622986805269,6,0,True,False,False,False,False,False,False
0,63,0.1915772794176339,8,0,False,False,False,True,False,False,False
180,86,0.5747611123683305,3,1,True,False,False,False,False,False,False
469,71,2.051568138214689,8,1,False,False,True,False,False,False,False
0,71,0.4052437625351706,0,0,False,False,False,False,False,True,False
221,118,1.894407847009777,21,1,False,False,False,False,False,True,False
394,65,3.7580243416157137,16,1,False,True,False,False,False,False,False
237,87,2.1667560346531967,15,1,False,False,False,False,True,False,False
120,88,1.899874622292041,2,1,False,False,False,False,False,False,True
0,69,0.2236196543166244,1,0,False,False,False,False,False,False,True
0,74,0.2818474594918831,4,0,False,False,False,True,False,False,False
293,89,1.2291563414498552,21,0,False,False,True,False,False,False,False
105,93,0.0646844613767799,10,0,False,True,False,False,False,False,False
314,96,1.1215695465289257,14,1,False,False,False,False,True,False,False
339,62,3.8466225195184034,4,1,False,False,False,False,True,False,False
89,68,0.9647449621880312,6,0,False,False,False,False,False,False,True
33,114,1.1684014220723826,7,0,True,False,False,False,False,False,False
361,105,1.962853602015792,12,1,False,False,True,False,False,False,False
0,63,0.2480072726277289,18,0,False,False,False,False,True,False,False
101,67,1.120335234576062,17,0,False,False,False,False,False,True,False
0,66,0.2838099106161347,17,0,False,False,False,False,False,True,False
366,114,3.3068686818768054,7,1,False,True,False,False,False,False,False
0,73,0.4797467984140029,14,0,False,False,False,False,True,False,False
285,86,2.3777936906256825,8,1,False,False,False,False,False,True,False
0,73,0.0021731519038061,18,0,True,False,False,False,False,False,False
0,69,0.468887273344482,9,0,False,True,False,False,False,False,False
357,74,4.2517905261976825,17,1,False,False,False,False,False,True,False
214,80,1.6813193983125747,21,0,False,False,False,False,False,True,False
142,67,1.6562562349599803,1,1,True,False,False,False,False,False,False
204,63,0.7628426336633493,8,0,False,True,False,False,False,False,False
446,88,3.223617448143496,15,1,True,False,False,False,False,False,False
344,117,4.783310403723847,17,1,False,False,True,False,False,False,False
0,72,0.0891093829443021,22,0,False,False,True,False,False,False,False
193,102,2.525956143763846,23,1,False,True,False,False,False,False,False
19,94,2.705195735843021,12,1,False,True,False,False,False,False,False
0,60,0.1081186494670868,7,0,False,False,False,False,True,False,False
343,67,2.4704302161558056,1,1,False,False,True,False,False,False,False
0,76,0.0094036813148994,16,0,True,False,False,False,False,False,False
438,102,3.4739455118383376,16,1,False,False,False,True,False,False,False
380,99,1.1489822758930002,16,1,False,False,False,False,False,True,False
368,96,4.447073949606838,17,1,False,False,False,True,False,False,False
130,106,1.4097550263735044,4,1,False,False,False,False,True,False,False
220,111,3.2858825263673923,2,1,False,True,False,False,False,False,False
81,100,3.612580535481309,12,1,False,False,False,True,False,False,False
0,64,0.0261333178321145,1,0,False,False,False,False,False,True,False
414,95,0.406761863615025,17,1,False,False,True,False,False,False,False
273,105,3.0805310335143994,7,1,False,False,False,False,False,True,False
28,76,0.5396542763135109,23,0,True,False,False,False,False,False,False
49,96,4.98970208142068,12,1,False,False,False,False,True,False,False
344,67,4.232597659386183,22,1,False,False,False,False,False,False,True
292,92,4.269111872731132,1,1,False,False,False,False,True,False,False
229,82,0.8312971415069825,5,1,True,False,False,False,False,False,False
404,95,1.6130603072070882,6,1,False,False,True,False,False,False,False
312,112,0.3634600295939821,13,1,False,False,False,False,True,False,False
325,93,0.646481855856787,3,1,False,False,False,False,False,True,False
95,109,0.6699544537863161,9,0,False,False,False,True,False,False,False
169,84,1.8926152173162656,18,1,False,False,False,False,False,False,True
1,109,4.117871386756536,1,1,False,False,True,False,False,False,False
2,92,0.6273269453403013,11,0,False,False,True,False,False,False,False
171,102,0.0082624407098558,1,1,False,True,False,False,False,False,False
428,86,4.616370431767748,16,1,False,False,False,False,False,True,False
6,92,1.2074151810373668,7,0,True,False,False,False,False,False,False
0,67,0.3974197873860789,3,0,True,False,False,False,False,False,False
303,107,4.592550753442749,10,1,False,False,False,False,True,False,False
479,117,2.6875886847274617,14,1,False,False,False,False,True,False,False
113,62,3.297734975463198,15,0,True,False,False,False,False,False,False
389,78,4.751123027967162,16,1,False,False,True,False,False,False,False
250,75,2.936947372281065,13,0,False,False,False,False,False,False,True
0,67,0.3552466582363195,9,0,False,False,False,False,False,True,False
470,85,4.496795998380871,20,1,True,False,False,False,False,False,False
422,113,1.4470876171020013,14,1,False,False,False,False,False,True,False
361,98,4.731001059883672,15,1,False,False,False,False,False,True,False
0,63,0.0969830757417848,14,0,False,False,False,True,False,False,False
358,60,0.4472412421242289,10,0,False,False,False,True,False,False,False
0,73,0.0107868882031583,18,0,False,False,False,False,False,False,True
270,97,3.609213748776199,7,1,False,False,False,True,False,False,False
311,103,4.592258359635611,18,1,False,False,False,False,False,False,True
265,100,4.377739362327154,0,1,True,False,False,False,False,False,False
420,74,3.257969570568968,4,1,False,False,False,False,False,True,False
39,108,0.8914663081827617,3,1,False,False,True,False,False,False,False
0,64,0.2126527187387915,0,0,False,False,True,False,False,False,False
77,78,3.0354098196058628,1,1,False,False,False,True,False,False,False
399,104,3.7261692652849456,13,1,False,False,False,False,False,False,True
0,66,0.2211496373147798,14,0,False,False,False,False,False,False,True
0,74,0.2140510578772003,13,0,True,False,False,False,False,False,False
0,76,0.4102715390549881,14,0,False,False,True,False,False,False,False
0,67,0.0558207857691825,5,0,False,False,False,True,False,False,False
73,87,1.832571768428382,13,1,False,False,False,False,True,False,False
244,83,3.506849308663073,6,1,False,False,False,False,False,False,True
135,90,1.6161678853392714,4,1,True,False,False,False,False,False,False
298,92,1.6800308154940613,22,1,True,False,False,False,False,False,False
0,61,0.3717180458888146,9,0,False,False,False,False,False,True,False
437,95,3.581932789424558,13,1,False,False,False,False,False,True,False
72,83,3.5605446642678777,19,1,False,False,True,False,False,False,False
9,66,1.211405800589795,6,0,False,False,False,True,False,False,False
0,60,0.4685146972041639,11,0,False,False,True,False,False,False,False
0,73,0.3820526202858029,6,0,True,False,False,False,False,False,False
390,101,1.8081015700671852,13,1,False,False,False,False,True,False,False
397,75,1.493504506721936,1,1,False,False,False,False,True,False,False
0,75,0.4611619232925375,10,0,False,False,False,False,True,False,False
0,64,0.1332937049029659,19,0,False,False,False,True,False,False,False
202,80,4.563633130441988,22,1,False,False,False,False,True,False,False
280,106,4.437776504731776,21,1,True,False,False,False,False,False,False
0,78,0.4083025470308019,19,0,False,False,False,False,False,False,True
163,115,3.431505628718117,7,1,False,False,False,False,False,False,True
238,97,2.2514931312187336,0,1,True,False,False,False,False,False,False
0,74,0.4311447872975642,11,0,False,False,False,True,False,False,False
0,72,0.0358498747115511,11,0,False,False,False,False,False,False,True
9,104,1.4446091590792345,4,1,False,False,True,False,False,False,False
0,65,0.377354489321783,14,0,True,False,False,False,False,False,False
446,111,2.663516535258557,19,1,False,False,False,True,False,False,False
285,97,1.384304657732824,5,1,True,False,False,False,False,False,False
327,83,2.713611834691274,21,1,False,False,False,False,False,False,True
462,95,0.9937623858428912,21,1,False,False,False,False,False,False,True
287,109,4.791752815006964,2,1,False,False,False,False,True,False,False
0,78,0.4675544931694202,7,0,False,False,True,False,False,False,False
339,84,4.168941656493209,18,1,True,False,False,False,False,False,False
